306451975,555026691
306502842,313752798
306474417,274321217
306426672,248382778
306426331,164323048
306373809,116010242
306412674,112817251
306373162,110937385
306354069,98135813
306468128,96870407
306475139,93774491
306439949,89803537
306500579,89139849
306421461,87931477
306422010,87583240
306489196,86983367
306467498,86406112
306458589,86278354
306468090,85332213
306422022,84993542
306422383,84019588
306421315,83482392
306373163,82131801
306412675,81725830
306421316,81704583
306458587,81091377
306429157,80555173
306475135,80042269
306494606,78915564
306459368,78850447
306458593,77165150
306421491,76267376
306361563,74456897
306412120,72575027
306468125,71858727
306373082,71588683
306412771,70589009
306422028,70541990
306468176,70070695
306458592,69272739
306357641,68641121
306421710,67705199
306421332,66427707
306422390,65839972
306468122,65467887
306356959,64547013
306421502,63740107
306422987,61876171
306421750,60721117
306458594,60636362
306422019,60459457
306440872,59960385
306458578,59931825
306440876,59591522
306348144,59517275
306422911,59458831
306421350,59158138
306421048,58412533
306422031,58399120
306421773,58356919
306421236,57969371
306422366,57922801
306474628,56610333
306421349,56207905
306360573,56190681
306440875,56070186
306421232,55971758
306421167,55774393
306443047,55476952
306440505,55398666
306458588,55165800
306421651,54418510
306421672,54301898
306394787,53855561
306422922,53454776
306422909,53155777
306421582,52804339
306495962,52334236
306497050,52135496
306421351,51414401
306445590,51198261
306422910,51045568
306422938,51040031
306491305,50674790
306422930,50450744
306426335,50229855
306421624,50136852
306439950,49657862
306422376,49284168
306427745,49215877
306440881,49121361
306422937,48516008
306422032,48152710
306422016,47799582
306421317,47201067
306440877,47155895
306426892,47099322
306421625,47019505
306474531,46710122
306427106,46643481
306421335,46290627
306348682,46228964
306458585,46140140
306475271,45998136
306422917,45956427
306427102,45885618
306422369,45860791
306421597,45645894
306453670,45509292
306422015,45315000
306444954,45101936
306348148,44615184
306421333,44407514
306442649,44341666
306421161,44292120
306421598,44283372
306457373,44282041
306460879,43925194
306491549,43301696
306421196,43056290
306412770,42724744
306422906,42335231
306421334,42002184
306421594,41806589
306498930,41387499
306422389,41291001
306422391,41036582
306452272,40969903
306421665,40950653
306422908,40736291
306421623,40691596
306421488,40654814
306421193,40463570
306422983,40440348
306421051,40412757
306426895,40389127
306422890,40374610
306421447,40186588
306421757,40040007
306421661,39905051
306421609,39873302
306421583,39602170
306421337,39541545
306421180,39512885
306422891,39401209
306440488,39363502
306440495,39226877
306422036,39136958
306421670,38933227
306427126,38777496
306452256,38640488
306421675,38501710
306421774,38459370
306421673,38101509
306454456,38095374
306426900,38076517
306468127,37714213
306421417,37585518
306423014,37562491
306421119,37537697
306440866,37506187
306421642,37447869
306421458,37437211
306427260,37405617
306421485,37111659
306426903,37099610
306421608,36712445
306458582,36697302
306421307,36533263
306352417,36505759
306421585,36472437
306422935,36375460
306421587,36297616
306426905,36294904
306421454,36276343
306421450,36262955
306421600,36231601
306421348,36226247
306421305,36224281
306422018,36126710
306421612,35915307
306421457,35719663
306482532,35480023
306421725,35412360
306427254,35409719
306452273,35310745
306427251,35248639
306456196,35150731
306421618,35132318
306421459,35110069
306421336,34881656
306421201,34867158
306353990,34811480
306421164,34638814
306442648,34635827
306421487,34491202
306421323,34250015
306427261,34087453
306421191,34046901
306421482,33995113
306421596,33872908
306360574,33714980
306456245,33643467
306442789,33479075
306367406,33375824
306421590,33364680
306421657,32935678
306454211,32893372
306427103,32856196
306427252,32781911
306475138,32746219
306421115,32566466
306421451,32487717
306421342,32472274
306421322,32424899
306450354,32344514
306475290,32135221
306421718,32056386
306421122,31938336
306422037,31915072
306427117,31852264
306421617,31667318
306500333,31662421
306426897,31396966
306421319,31380409
306426898,31290215
306427112,31284311
306421234,31223380
306426906,31078570
306427121,31007036
306421607,30987771
306421592,30737681
306427127,30687525
306421194,30650384
306421452,30498142
306421320,30448833
306421384,30211471
306422014,30122269
306421339,30024517
306426333,29775902
306491550,29607162
306422035,29527285
306427104,29452608
306409456,29436862
306395280,29352223
306451903,29347477
306421593,29330652
306421484,29281592
306440596,29267481
306421187,29215589
306412769,29208376
306455171,29196238
306482460,29083232
306421127,29055702
306427256,28737810
306421494,28672758
306421654,28619524
306426909,28590956
306445991,28589052
306458595,28344455
