306502842,321635818
306474417,275398433
306426331,164687222
306468128,97036760
306475139,94097634
306467498,86844543
306475135,80323345
306468125,72023628
306412771,70859309
306468122,65695228
306443047,55593990
306445590,51443830
306426335,50289756
306474531,46883599
306348682,46347265
306444954,45219683
306442649,44418940
306457373,44374532
306412770,42945964
306498930,41617751
306440495,39307780
306468127,37786381
306442648,34694145
306442789,33536710
306454211,32992067
306475138,32863754
306475290,32287474
306426333,29825257
306451903,29399370
306455171,29376078
306412769,29261320
306475136,27609749
306503542,26746181
306452209,24816046
306460569,23352989
306475137,22360181
306468126,20917446
306455172,16599870
306457370,14796931
306452211,13550362
306503541,13346642
306424399,13304727
306468120,12681549
306460567,11972645
306442693,11878288
306468166,11609505
306444955,9916203
306454208,9556085
306454204,9114830
306457369,8906933
306452208,8441969
306468129,8341689
306468124,7686106
306468167,7417853
306468168,6923526
306468233,6566938
306442692,6265559
306475291,5984885
306497018,5858280
306455173,5714555
306426334,4322945
306426330,4081653
306503540,3811540
306445393,3551427
306449245,3529943
306443050,2960990
306500737,2503255
306498128,2480271
306498130,2351228
306500736,2233772
306443048,2143287
306454215,2037037
306503552,1890924
306474932,1887357
306502993,1813542
306454213,1593235
306457371,1584730
306468121,1553902
306452210,1492088
306449247,1444784
306525902,1377534
306454210,1259928
306443051,1242278
306497077,1169447
306443049,1130847
306497078,1119588
306468170,1095638
306454212,1090653
306498126,969544
306497851,947487
306497019,822508
306526605,822285
306449195,814052
306500738,730399
306503107,715141
306475140,691095
306491586,648750
306454214,648747
306468174,646469
306501935,636657
306426332,563003
306455174,544696
306497853,475702
306502992,448464
306497076,415125
306503108,395594
306501933,393326
306503104,388964
306454209,387778
306503102,365339
306502991,358178
306525905,336648
306501936,316056
306454205,292041
306525903,290189
306501934,282558
306526012,279229
306501931,265577
306498982,260910
306457368,255864
306525906,240743
306449246,240539
306505580,240315
306468175,239926
306505575,236542
306502990,235850
306505579,208378
306503513,200059
306503105,189595
306525907,184532
306498984,181006
306498979,177503
306454206,176537
306502994,169809
306497021,162725
306505577,136910
306525901,136560
306498980,136535
306503106,120682
306498129,106833
306525904,106550
306498131,106089
306503103,92768
306498981,91322
306454207,88677
306502997,86255
306501932,86117
306498985,85900
306505576,84584
306526017,82762
306503101,72729
306505574,69289
306503110,67478
306526013,62924
306526014,50551
306526011,46403
306468173,44579
306502998,43040
306498127,42543
306503117,38312
306503113,36903
306503115,34767
306502996,34587
306526016,32192
306502989,31242
306497020,25556
306526018,24565
306513781,24557
306498978,22436
306502995,22330
306513785,21266
306526015,19462
306526501,19261
306503112,18524
306513784,18495
306458024,17662
306468172,17376
306498976,17307
306505578,15879
306498983,15408
306468169,13668
306513782,12264
306503111,11501
306503114,8992
306513779,7576
306503116,7173
306468123,6592
306513780,6222
306526604,3733
306497852,2051
306475203,1856
306371924,1728
306397707,1380
306498977,1334
306454298,765
306443052,651
306454299,607
306454297,159
306454300,156
306505627,42
306513783,37
306358071,3
306358232,2
306458025,1
